id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
162732,Female,64,1,28.0,0,1-2 Year,Yes,54847.0,26.0,117
349487,Male,50,1,28.0,0,1-2 Year,Yes,45788.0,26.0,35
75423,Male,31,1,45.0,0,< 1 Year,Yes,26754.0,13.0,91
101090,Female,23,1,32.0,0,< 1 Year,Yes,31420.0,152.0,217
154154,Male,55,1,0.0,0,1-2 Year,Yes,2630.0,26.0,110
78642,Female,49,1,8.0,0,1-2 Year,Yes,47478.0,26.0,159
458913,Male,48,1,28.0,0,1-2 Year,Yes,28657.0,124.0,210
155767,Female,45,1,28.0,0,1-2 Year,Yes,25278.0,26.0,127
223917,Female,21,1,25.0,0,< 1 Year,Yes,31311.0,160.0,242
378580,Male,21,1,33.0,0,< 1 Year,Yes,41779.0,152.0,43
431122,Male,55,1,45.0,0,1-2 Year,Yes,29696.0,26.0,132
210858,Male,38,1,36.0,0,1-2 Year,Yes,2630.0,124.0,134
32699,Male,33,1,45.0,0,1-2 Year,Yes,26834.0,124.0,269
469570,Male,48,1,28.0,0,1-2 Year,Yes,38443.0,124.0,182
294920,Female,22,1,8.0,0,< 1 Year,Yes,39350.0,152.0,10
302782,Male,64,1,41.0,0,1-2 Year,Yes,22811.0,154.0,86
39700,Male,28,1,5.0,0,< 1 Year,Yes,2630.0,156.0,106
166439,Female,24,1,45.0,0,< 1 Year,Yes,30832.0,160.0,146
293199,Male,45,1,46.0,0,1-2 Year,Yes,32855.0,124.0,219
210726,Female,41,1,17.0,0,1-2 Year,Yes,33817.0,124.0,226
330148,Male,40,1,28.0,0,1-2 Year,Yes,42212.0,124.0,56
233431,Female,20,1,3.0,0,< 1 Year,Yes,29686.0,160.0,234
249008,Male,72,1,33.0,1,1-2 Year,Yes,29866.0,26.0,71
128944,Female,51,1,28.0,0,1-2 Year,Yes,41347.0,26.0,39
22447,Female,59,1,28.0,0,1-2 Year,Yes,38714.0,18.0,133
249994,Male,45,1,41.0,0,1-2 Year,Yes,26260.0,124.0,143
177387,Female,44,1,28.0,0,1-2 Year,Yes,67564.0,26.0,45
284830,Female,53,1,28.0,0,1-2 Year,Yes,2630.0,156.0,115
75288,Male,52,1,28.0,0,> 2 Years,Yes,40088.0,124.0,248
34469,Male,36,1,36.0,0,1-2 Year,Yes,34575.0,156.0,151
99379,Male,49,1,28.0,0,1-2 Year,Yes,32201.0,122.0,195
70494,Female,34,1,28.0,0,1-2 Year,Yes,44885.0,26.0,208
339737,Male,50,1,41.0,0,1-2 Year,Yes,33469.0,26.0,135
237345,Male,41,1,8.0,0,1-2 Year,Yes,41240.0,124.0,168
275409,Female,63,1,28.0,0,1-2 Year,Yes,41701.0,26.0,98
21733,Male,48,1,28.0,0,1-2 Year,Yes,51211.0,124.0,85
65062,Male,41,1,8.0,0,1-2 Year,Yes,2630.0,124.0,253
221689,Female,21,1,28.0,0,1-2 Year,Yes,57054.0,154.0,73
229144,Male,27,1,32.0,0,< 1 Year,Yes,37345.0,152.0,288
320085,Male,41,1,15.0,0,1-2 Year,Yes,2630.0,124.0,134
59698,Male,51,1,8.0,0,1-2 Year,Yes,35597.0,124.0,53
265177,Male,45,1,28.0,0,1-2 Year,Yes,43419.0,26.0,264
338514,Female,43,1,18.0,0,1-2 Year,Yes,29793.0,26.0,15
279941,Female,42,1,43.0,0,1-2 Year,Yes,37011.0,26.0,116
14279,Male,24,1,43.0,0,< 1 Year,Yes,50349.0,152.0,265
156991,Female,56,1,45.0,0,1-2 Year,Yes,2630.0,26.0,96
72272,Female,49,1,28.0,0,> 2 Years,Yes,55867.0,26.0,207
18150,Male,37,1,28.0,0,1-2 Year,Yes,38762.0,26.0,281
257010,Male,63,1,28.0,1,1-2 Year,Yes,2630.0,26.0,277
28824,Male,43,1,8.0,0,1-2 Year,Yes,22949.0,122.0,45
182880,Female,70,1,28.0,0,1-2 Year,Yes,31519.0,26.0,79
354795,Female,48,1,1.0,0,1-2 Year,Yes,2630.0,26.0,173
244615,Female,29,1,39.0,0,< 1 Year,Yes,34337.0,124.0,28
90488,Female,38,1,28.0,0,1-2 Year,Yes,29394.0,124.0,248
296080,Male,51,1,36.0,1,1-2 Year,Yes,2630.0,30.0,127
108190,Female,24,1,45.0,0,1-2 Year,Yes,33447.0,154.0,59
300045,Male,55,1,28.0,0,> 2 Years,Yes,42818.0,26.0,77
25621,Female,27,1,46.0,0,1-2 Year,Yes,32570.0,155.0,123
114772,Female,40,1,4.0,0,1-2 Year,Yes,33898.0,124.0,173
202863,Female,25,1,25.0,0,< 1 Year,Yes,31056.0,152.0,35
140869,Male,43,1,41.0,0,> 2 Years,Yes,46779.0,26.0,189
351221,Male,35,1,50.0,0,1-2 Year,Yes,27107.0,124.0,105
146531,Male,26,1,28.0,0,< 1 Year,Yes,63906.0,124.0,181
361499,Male,41,1,8.0,0,1-2 Year,Yes,37471.0,124.0,182
7830,Female,42,1,3.0,0,1-2 Year,Yes,2630.0,154.0,121
158687,Male,38,1,26.0,0,1-2 Year,Yes,30628.0,61.0,202
222414,Male,55,1,28.0,0,1-2 Year,Yes,2630.0,26.0,96
208994,Female,54,1,29.0,0,1-2 Year,Yes,2630.0,157.0,198
154093,Male,58,1,30.0,1,1-2 Year,Yes,27397.0,26.0,269
72972,Male,42,1,4.0,0,1-2 Year,Yes,23164.0,124.0,62
81088,Female,32,1,15.0,0,< 1 Year,Yes,25729.0,156.0,17
197914,Female,24,1,32.0,0,< 1 Year,Yes,21090.0,152.0,44
57993,Male,38,1,8.0,0,1-2 Year,Yes,26606.0,26.0,212
23962,Male,48,1,38.0,0,1-2 Year,Yes,55172.0,124.0,33
45456,Male,66,1,28.0,0,1-2 Year,Yes,62622.0,24.0,36
283990,Male,46,1,28.0,0,1-2 Year,Yes,67543.0,26.0,75
159625,Female,49,1,28.0,0,> 2 Years,Yes,2630.0,157.0,77
250968,Female,79,1,41.0,0,1-2 Year,Yes,2630.0,124.0,224
49563,Female,67,1,28.0,0,1-2 Year,Yes,2630.0,29.0,67
49690,Female,32,1,2.0,0,< 1 Year,Yes,2630.0,160.0,166
187900,Male,48,1,28.0,0,1-2 Year,Yes,32819.0,124.0,197
110916,Male,22,1,8.0,0,< 1 Year,Yes,34500.0,152.0,234
178644,Male,44,1,28.0,0,1-2 Year,Yes,31399.0,124.0,216
89114,Female,30,1,28.0,0,< 1 Year,Yes,22975.0,153.0,81
318607,Female,38,1,41.0,1,1-2 Year,Yes,35313.0,152.0,72
123423,Female,21,1,50.0,0,< 1 Year,Yes,30843.0,160.0,226
222250,Male,79,1,6.0,0,1-2 Year,Yes,30950.0,25.0,211
102862,Female,44,1,28.0,0,> 2 Years,Yes,49364.0,122.0,280
206461,Male,51,1,28.0,0,1-2 Year,Yes,39758.0,124.0,122
149452,Male,41,1,8.0,0,1-2 Year,Yes,33368.0,26.0,32
73469,Female,51,1,15.0,0,1-2 Year,Yes,36513.0,156.0,198
388189,Male,32,1,30.0,0,1-2 Year,Yes,29092.0,26.0,252
50068,Female,21,1,47.0,0,< 1 Year,Yes,27182.0,160.0,28
247550,Male,22,1,15.0,0,< 1 Year,Yes,33506.0,160.0,231
224754,Male,45,1,29.0,0,1-2 Year,Yes,33251.0,156.0,74
178416,Male,55,1,39.0,0,> 2 Years,Yes,2630.0,26.0,67
62563,Male,33,1,8.0,0,1-2 Year,Yes,50515.0,124.0,39
247666,Male,55,1,33.0,0,1-2 Year,Yes,2630.0,124.0,12
144289,Male,50,1,8.0,0,1-2 Year,Yes,26151.0,26.0,269
49072,Male,50,1,50.0,0,1-2 Year,Yes,29513.0,8.0,231
49858,Male,31,1,28.0,0,< 1 Year,Yes,31099.0,124.0,26
101876,Male,57,1,28.0,0,1-2 Year,Yes,45292.0,26.0,34
15053,Male,44,1,28.0,0,1-2 Year,Yes,67710.0,26.0,146
271168,Female,62,1,46.0,0,1-2 Year,Yes,41129.0,124.0,222
129273,Male,20,1,46.0,1,< 1 Year,Yes,2630.0,156.0,242
230490,Female,35,1,11.0,0,1-2 Year,Yes,25185.0,124.0,78
358546,Male,23,1,24.0,0,< 1 Year,Yes,2630.0,152.0,185
114060,Male,52,1,10.0,0,1-2 Year,Yes,25739.0,26.0,77
24379,Male,42,1,28.0,0,1-2 Year,Yes,32668.0,122.0,140
210087,Male,21,1,2.0,0,< 1 Year,Yes,39120.0,152.0,189
336165,Male,77,1,3.0,0,1-2 Year,Yes,2630.0,26.0,61
469800,Male,40,1,28.0,0,1-2 Year,Yes,30468.0,26.0,219
435878,Male,54,1,28.0,0,1-2 Year,Yes,38145.0,26.0,119
93095,Female,27,1,18.0,0,1-2 Year,Yes,2630.0,157.0,252
7393,Male,22,1,30.0,0,< 1 Year,Yes,26378.0,152.0,118
11535,Female,31,1,28.0,0,< 1 Year,Yes,49781.0,122.0,294
271350,Male,24,1,3.0,0,< 1 Year,Yes,21093.0,124.0,116
111207,Female,24,1,18.0,0,< 1 Year,Yes,31288.0,152.0,30
195437,Male,51,1,28.0,0,1-2 Year,Yes,40675.0,26.0,165
42578,Male,36,1,29.0,0,1-2 Year,Yes,35475.0,26.0,70
344105,Male,46,1,28.0,0,1-2 Year,Yes,31983.0,124.0,282
291450,Female,48,1,37.0,0,1-2 Year,Yes,31416.0,26.0,273
209161,Male,21,1,50.0,0,< 1 Year,Yes,15138.0,160.0,197
329389,Female,21,1,3.0,0,< 1 Year,Yes,22738.0,152.0,203
506996,Male,54,1,46.0,0,1-2 Year,Yes,31862.0,155.0,274
288244,Male,44,1,28.0,0,1-2 Year,Yes,23045.0,122.0,261
60070,Male,80,1,28.0,0,1-2 Year,Yes,40883.0,26.0,283
298971,Female,47,1,28.0,0,1-2 Year,Yes,23120.0,124.0,260
199111,Male,24,1,6.0,0,< 1 Year,Yes,31801.0,152.0,107
143794,Male,35,1,28.0,0,1-2 Year,Yes,47890.0,152.0,241
94380,Female,28,1,32.0,0,< 1 Year,Yes,28225.0,152.0,138
202077,Male,23,1,46.0,0,< 1 Year,Yes,26686.0,152.0,125
388543,Male,50,1,28.0,0,1-2 Year,Yes,55917.0,26.0,176
263849,Male,47,1,46.0,1,1-2 Year,Yes,37890.0,26.0,43
269131,Female,21,1,8.0,0,1-2 Year,Yes,2630.0,26.0,289
847,Male,43,1,39.0,0,1-2 Year,Yes,2630.0,124.0,26
144255,Female,76,1,28.0,0,1-2 Year,Yes,45516.0,55.0,18
35772,Male,57,1,28.0,0,> 2 Years,Yes,35539.0,26.0,117
47839,Male,62,1,8.0,0,1-2 Year,Yes,34677.0,124.0,151
69495,Female,69,1,28.0,0,1-2 Year,Yes,35478.0,122.0,213
126249,Male,57,1,28.0,0,> 2 Years,Yes,37122.0,26.0,249
90604,Male,46,1,8.0,1,1-2 Year,Yes,30860.0,124.0,15
132492,Male,55,1,28.0,0,1-2 Year,Yes,57744.0,16.0,98
347851,Male,48,1,38.0,1,1-2 Year,Yes,28047.0,124.0,165
270562,Male,67,1,28.0,1,1-2 Year,Yes,33029.0,26.0,200
195156,Female,24,1,32.0,1,< 1 Year,Yes,2630.0,152.0,111
419512,Male,28,1,8.0,0,1-2 Year,Yes,49667.0,124.0,242
302988,Male,36,1,36.0,1,1-2 Year,Yes,35037.0,154.0,66
197782,Male,27,1,9.0,0,< 1 Year,Yes,30077.0,152.0,11
239649,Male,56,1,8.0,0,1-2 Year,Yes,51033.0,26.0,273
314579,Male,47,1,7.0,0,1-2 Year,Yes,35546.0,124.0,64
155117,Male,65,1,28.0,0,1-2 Year,Yes,47225.0,26.0,71
174308,Female,36,1,28.0,0,1-2 Year,Yes,39282.0,26.0,57
460634,Male,41,1,28.0,0,> 2 Years,Yes,28525.0,124.0,230
138713,Male,20,1,47.0,0,< 1 Year,Yes,2630.0,160.0,173
296461,Female,41,1,28.0,0,1-2 Year,Yes,61019.0,26.0,107
339321,Female,46,1,41.0,0,1-2 Year,Yes,24405.0,26.0,47
321088,Female,24,1,15.0,0,< 1 Year,Yes,31134.0,152.0,289
255748,Female,34,1,15.0,1,1-2 Year,Yes,33118.0,152.0,242
296437,Female,43,1,28.0,0,1-2 Year,Yes,47863.0,124.0,245
478316,Female,31,1,8.0,0,< 1 Year,Yes,39690.0,26.0,238
280273,Female,46,1,47.0,0,1-2 Year,Yes,22106.0,113.0,188
68099,Male,45,1,41.0,0,1-2 Year,Yes,25887.0,124.0,284
126666,Male,49,1,28.0,0,1-2 Year,Yes,2630.0,122.0,252
318456,Male,60,1,28.0,0,1-2 Year,Yes,22310.0,124.0,138
171495,Male,45,1,28.0,0,1-2 Year,Yes,49114.0,26.0,24
225563,Female,32,1,9.0,0,1-2 Year,Yes,35950.0,124.0,229
288783,Male,62,1,28.0,0,> 2 Years,Yes,67399.0,26.0,68
459611,Male,41,1,8.0,0,1-2 Year,Yes,56282.0,7.0,14
148232,Male,74,1,28.0,0,1-2 Year,Yes,52590.0,55.0,165
283132,Female,21,1,28.0,0,1-2 Year,Yes,32993.0,124.0,176
289045,Male,56,1,18.0,0,1-2 Year,Yes,33969.0,4.0,118
370421,Male,61,1,28.0,0,1-2 Year,Yes,37351.0,124.0,157
44219,Female,35,1,45.0,0,1-2 Year,Yes,2630.0,157.0,63
112579,Male,25,1,35.0,0,< 1 Year,Yes,41749.0,26.0,21
297910,Female,32,1,28.0,0,1-2 Year,Yes,2630.0,157.0,24
28102,Male,53,1,39.0,0,1-2 Year,Yes,58390.0,127.0,132
347362,Male,38,1,28.0,0,1-2 Year,Yes,32538.0,26.0,202
208272,Female,25,1,41.0,0,< 1 Year,Yes,29606.0,152.0,160
121305,Female,42,1,28.0,0,1-2 Year,Yes,69856.0,124.0,227
334934,Male,50,1,28.0,0,1-2 Year,Yes,46566.0,124.0,58
394577,Female,46,1,11.0,0,1-2 Year,Yes,34537.0,124.0,29
159586,Male,43,1,28.0,0,1-2 Year,Yes,46344.0,26.0,43
106894,Male,58,1,28.0,0,> 2 Years,Yes,37239.0,124.0,165
63434,Female,40,1,29.0,0,1-2 Year,Yes,32954.0,26.0,135
340196,Male,38,1,29.0,1,1-2 Year,Yes,2630.0,156.0,83
449969,Female,42,1,28.0,0,> 2 Years,Yes,37841.0,124.0,33
206121,Female,23,1,15.0,1,< 1 Year,Yes,32803.0,152.0,186
91627,Female,63,1,28.0,0,1-2 Year,Yes,33968.0,26.0,28
102320,Male,54,1,29.0,0,1-2 Year,Yes,28938.0,124.0,21
321378,Female,48,1,15.0,0,1-2 Year,Yes,2630.0,156.0,58
354526,Male,78,1,52.0,0,1-2 Year,Yes,42960.0,26.0,159
202369,Male,24,1,9.0,0,< 1 Year,Yes,2630.0,160.0,202
22472,Female,31,1,15.0,0,< 1 Year,Yes,2630.0,156.0,232
41286,Female,54,1,28.0,0,1-2 Year,Yes,49210.0,124.0,18
351854,Female,20,1,36.0,0,< 1 Year,Yes,28145.0,160.0,243
55276,Male,28,1,27.0,0,< 1 Year,Yes,2630.0,152.0,185
309622,Female,64,1,28.0,0,1-2 Year,Yes,33621.0,26.0,184
200109,Female,40,1,33.0,0,1-2 Year,Yes,34225.0,157.0,226
46778,Male,63,1,28.0,0,1-2 Year,Yes,40938.0,124.0,227
499102,Female,26,1,28.0,0,< 1 Year,Yes,56767.0,124.0,194
70423,Male,40,1,8.0,0,1-2 Year,Yes,25281.0,124.0,287
344850,Male,66,1,28.0,1,1-2 Year,Yes,23864.0,26.0,125
335437,Female,35,1,8.0,0,1-2 Year,Yes,33854.0,26.0,60
144032,Female,35,1,8.0,0,1-2 Year,Yes,36961.0,124.0,197
495340,Male,35,1,28.0,0,1-2 Year,Yes,2630.0,42.0,203
6699,Male,75,1,28.0,0,1-2 Year,Yes,57089.0,26.0,21
427398,Male,48,1,28.0,0,1-2 Year,Yes,57689.0,26.0,23
43869,Male,40,1,46.0,0,1-2 Year,Yes,27749.0,91.0,74
77047,Female,45,1,4.0,0,1-2 Year,Yes,31707.0,124.0,17
265818,Male,48,1,28.0,0,1-2 Year,Yes,36034.0,124.0,19
380835,Male,75,1,8.0,0,> 2 Years,Yes,2630.0,157.0,240
476368,Female,40,1,46.0,0,1-2 Year,Yes,37883.0,26.0,122
26757,Female,23,1,28.0,0,< 1 Year,Yes,26376.0,160.0,40
19440,Male,42,1,8.0,0,1-2 Year,Yes,48519.0,124.0,54
228274,Female,42,1,29.0,0,1-2 Year,Yes,31005.0,124.0,186
366328,Female,52,1,41.0,0,1-2 Year,Yes,37842.0,26.0,158
156630,Male,48,1,28.0,0,> 2 Years,Yes,69346.0,26.0,160
177686,Male,40,1,28.0,0,1-2 Year,Yes,38428.0,124.0,270
285271,Female,26,1,6.0,0,< 1 Year,Yes,15630.0,152.0,10
65892,Male,47,1,25.0,0,1-2 Year,Yes,26408.0,26.0,262
179181,Female,22,1,15.0,0,< 1 Year,Yes,2630.0,152.0,58
180703,Female,41,1,1.0,0,1-2 Year,Yes,2630.0,124.0,214
284599,Male,25,1,27.0,0,< 1 Year,Yes,25248.0,152.0,118
191437,Male,32,1,11.0,1,< 1 Year,Yes,21287.0,124.0,83
78897,Female,46,1,20.0,0,1-2 Year,Yes,2630.0,124.0,133
102111,Male,65,1,20.0,0,1-2 Year,Yes,2630.0,124.0,89
112228,Female,38,1,28.0,0,1-2 Year,Yes,46926.0,124.0,20
230021,Female,25,1,6.0,0,< 1 Year,Yes,29234.0,152.0,233
112701,Male,51,1,28.0,0,1-2 Year,Yes,42059.0,124.0,122
303773,Male,62,1,37.0,0,1-2 Year,Yes,48047.0,26.0,112
64557,Male,48,1,28.0,0,1-2 Year,Yes,45490.0,124.0,122
278521,Male,48,1,48.0,0,1-2 Year,Yes,2630.0,154.0,92
377894,Female,61,1,28.0,0,1-2 Year,Yes,40181.0,124.0,29
191584,Female,37,1,8.0,0,1-2 Year,Yes,37510.0,124.0,92
112284,Male,47,1,50.0,0,1-2 Year,Yes,29171.0,26.0,227
41449,Male,39,1,45.0,0,1-2 Year,Yes,23048.0,163.0,241
112197,Male,60,1,28.0,1,1-2 Year,Yes,33307.0,26.0,198
41911,Male,51,1,41.0,0,> 2 Years,Yes,35335.0,124.0,55
216242,Female,61,1,28.0,0,> 2 Years,Yes,69856.0,24.0,132
335065,Female,26,1,3.0,0,1-2 Year,Yes,2630.0,163.0,57
103683,Male,49,1,28.0,0,1-2 Year,Yes,47681.0,26.0,202
103244,Male,27,1,37.0,0,< 1 Year,Yes,33405.0,152.0,155
295139,Female,21,1,28.0,0,< 1 Year,Yes,34264.0,160.0,227
110417,Male,45,1,41.0,0,1-2 Year,Yes,27602.0,124.0,99
82236,Male,58,1,7.0,0,1-2 Year,Yes,35001.0,124.0,265
372917,Male,49,1,28.0,0,1-2 Year,Yes,41622.0,26.0,91
85948,Male,43,1,12.0,0,1-2 Year,Yes,2630.0,157.0,204
214829,Female,25,1,35.0,0,< 1 Year,Yes,23876.0,160.0,12
222099,Female,46,1,28.0,0,> 2 Years,Yes,30351.0,26.0,182
28709,Male,48,1,46.0,0,1-2 Year,Yes,42562.0,11.0,52
235360,Male,45,1,3.0,0,1-2 Year,Yes,23092.0,4.0,247
370636,Female,21,1,30.0,1,< 1 Year,Yes,27786.0,152.0,144
342149,Female,46,1,28.0,0,1-2 Year,Yes,31652.0,26.0,68
438445,Female,58,1,18.0,0,1-2 Year,Yes,2630.0,26.0,208
170267,Male,23,1,46.0,0,< 1 Year,Yes,2630.0,152.0,125
492451,Female,46,1,39.0,0,> 2 Years,Yes,51321.0,26.0,236
345658,Female,32,1,28.0,0,< 1 Year,Yes,35521.0,158.0,209
13472,Male,57,1,33.0,0,1-2 Year,Yes,24618.0,26.0,137
254712,Male,68,1,46.0,0,1-2 Year,Yes,34129.0,11.0,292
136655,Male,40,1,28.0,1,1-2 Year,Yes,28122.0,124.0,161
192794,Female,33,1,28.0,0,1-2 Year,Yes,60326.0,124.0,111
366534,Female,80,1,28.0,1,1-2 Year,Yes,42302.0,26.0,186
403011,Female,51,1,28.0,0,1-2 Year,Yes,72137.0,26.0,202
143897,Female,34,1,19.0,0,1-2 Year,Yes,2630.0,156.0,184
335580,Male,37,1,8.0,0,1-2 Year,Yes,49663.0,124.0,294
260155,Female,37,1,28.0,0,1-2 Year,Yes,38769.0,124.0,298
326976,Male,56,1,28.0,0,1-2 Year,Yes,43134.0,26.0,132
319668,Male,34,1,28.0,0,1-2 Year,Yes,25233.0,124.0,32
341620,Male,38,1,28.0,0,1-2 Year,Yes,26280.0,26.0,256
2905,Female,67,1,28.0,0,> 2 Years,Yes,51467.0,3.0,259
32262,Male,21,1,15.0,0,< 1 Year,Yes,22958.0,152.0,66
426146,Male,42,1,28.0,0,1-2 Year,Yes,31576.0,124.0,149
247060,Female,44,1,13.0,0,1-2 Year,Yes,2630.0,154.0,73
176537,Male,56,0,28.0,0,1-2 Year,Yes,27147.0,26.0,288
371036,Female,62,1,46.0,0,1-2 Year,Yes,32697.0,26.0,129
20981,Female,22,1,47.0,0,< 1 Year,Yes,34717.0,152.0,113
179284,Female,38,1,18.0,0,1-2 Year,Yes,31397.0,124.0,125
413954,Female,54,1,33.0,0,1-2 Year,Yes,2630.0,157.0,141
263882,Female,56,1,17.0,0,1-2 Year,Yes,43512.0,26.0,39
101822,Male,51,1,28.0,0,> 2 Years,Yes,44485.0,124.0,200
301031,Female,25,1,36.0,1,< 1 Year,Yes,36469.0,152.0,85
30701,Female,67,1,28.0,0,> 2 Years,Yes,42974.0,26.0,214
331931,Male,49,1,28.0,0,1-2 Year,Yes,45359.0,26.0,213
385586,Male,46,1,33.0,0,1-2 Year,Yes,32937.0,26.0,22
157380,Male,69,1,29.0,0,> 2 Years,Yes,2630.0,157.0,24
160763,Female,29,1,15.0,0,< 1 Year,Yes,37839.0,160.0,95
11805,Male,46,1,28.0,0,1-2 Year,Yes,45025.0,124.0,235
339478,Male,42,1,28.0,0,1-2 Year,Yes,40918.0,26.0,296
165978,Male,56,1,28.0,0,1-2 Year,Yes,31402.0,124.0,109
106733,Male,35,1,28.0,0,1-2 Year,Yes,31719.0,124.0,130
325031,Female,45,1,28.0,0,1-2 Year,Yes,34866.0,26.0,151
111688,Female,49,1,45.0,0,1-2 Year,Yes,20377.0,4.0,44
380892,Female,43,1,7.0,0,1-2 Year,Yes,2630.0,26.0,205
317222,Male,47,1,46.0,0,1-2 Year,Yes,28696.0,26.0,95
284028,Female,23,1,37.0,0,< 1 Year,Yes,33583.0,152.0,284
450413,Male,49,1,41.0,0,1-2 Year,Yes,40600.0,26.0,22
157503,Female,44,1,28.0,0,1-2 Year,Yes,35807.0,124.0,145
295940,Male,23,1,28.0,0,< 1 Year,Yes,69856.0,124.0,293
376937,Male,45,1,6.0,0,1-2 Year,Yes,31426.0,124.0,127
90607,Male,23,1,6.0,0,< 1 Year,Yes,2630.0,152.0,256
337522,Male,32,1,21.0,0,< 1 Year,Yes,23868.0,124.0,85
180879,Male,41,1,38.0,0,1-2 Year,Yes,36578.0,124.0,19
40454,Male,52,1,28.0,0,1-2 Year,Yes,53704.0,124.0,43
262513,Female,61,1,28.0,0,1-2 Year,Yes,60489.0,124.0,251
239051,Male,62,1,1.0,0,> 2 Years,Yes,2630.0,157.0,45
188521,Female,57,1,41.0,0,1-2 Year,Yes,24491.0,26.0,231
242237,Female,25,1,34.0,0,< 1 Year,Yes,32234.0,151.0,209
166528,Male,41,1,30.0,0,1-2 Year,Yes,27654.0,26.0,44
316591,Male,51,1,28.0,0,1-2 Year,Yes,42597.0,122.0,291
220050,Female,69,1,50.0,0,1-2 Year,Yes,45547.0,8.0,25
394351,Female,47,1,8.0,0,1-2 Year,Yes,34008.0,26.0,152
459767,Female,54,1,29.0,0,1-2 Year,Yes,36018.0,26.0,271
167769,Male,21,1,12.0,0,< 1 Year,Yes,28404.0,152.0,278
47195,Male,65,1,28.0,0,> 2 Years,Yes,28722.0,3.0,158
205923,Female,35,1,28.0,0,1-2 Year,Yes,60591.0,124.0,147
115858,Female,21,1,45.0,0,< 1 Year,Yes,28181.0,152.0,92
52447,Male,53,1,33.0,0,1-2 Year,Yes,2630.0,26.0,56
71128,Female,64,1,47.0,0,1-2 Year,Yes,26715.0,124.0,196
187314,Male,20,1,34.0,0,< 1 Year,Yes,44058.0,160.0,91
433779,Male,53,1,38.0,0,1-2 Year,Yes,2630.0,124.0,31
182903,Female,37,1,46.0,0,1-2 Year,Yes,2630.0,11.0,252
98021,Female,26,1,28.0,0,< 1 Year,Yes,54245.0,152.0,98
326038,Female,46,1,28.0,0,1-2 Year,Yes,34645.0,26.0,233
299993,Male,34,1,15.0,0,1-2 Year,Yes,41348.0,26.0,277
206015,Male,51,1,17.0,0,1-2 Year,Yes,2630.0,157.0,38
402543,Female,46,1,28.0,0,1-2 Year,Yes,46816.0,26.0,104
341934,Female,40,1,28.0,0,1-2 Year,Yes,42877.0,124.0,224
210906,Male,36,1,28.0,0,1-2 Year,Yes,37609.0,124.0,56
324516,Male,46,1,28.0,0,1-2 Year,Yes,47063.0,124.0,105
762,Female,40,1,28.0,0,1-2 Year,Yes,2630.0,124.0,197
324863,Female,37,1,46.0,0,1-2 Year,Yes,2630.0,157.0,287
283729,Male,59,1,9.0,0,> 2 Years,Yes,33369.0,124.0,202
213051,Male,46,1,8.0,0,1-2 Year,Yes,54232.0,26.0,80
2048,Female,21,1,8.0,0,1-2 Year,Yes,45824.0,124.0,106
274861,Female,32,1,28.0,0,< 1 Year,Yes,32194.0,154.0,86
277004,Male,21,1,29.0,0,< 1 Year,Yes,34132.0,152.0,271
192833,Female,75,1,28.0,0,1-2 Year,Yes,2630.0,156.0,15
339729,Female,31,1,37.0,0,< 1 Year,Yes,20942.0,152.0,129
181999,Female,25,1,6.0,0,< 1 Year,Yes,20501.0,152.0,77
480227,Male,36,1,28.0,0,1-2 Year,Yes,47357.0,157.0,90
238624,Female,59,1,28.0,0,> 2 Years,Yes,59913.0,26.0,109
228276,Male,55,1,28.0,0,1-2 Year,Yes,42273.0,122.0,97
211348,Male,52,1,41.0,0,1-2 Year,Yes,34071.0,26.0,292
92456,Male,35,1,28.0,0,1-2 Year,Yes,33410.0,124.0,93
224230,Female,41,1,28.0,0,1-2 Year,Yes,73440.0,26.0,88
387072,Male,39,1,38.0,0,1-2 Year,Yes,41300.0,124.0,155
95897,Male,74,1,28.0,0,1-2 Year,Yes,50967.0,26.0,171
224259,Male,43,1,8.0,0,1-2 Year,Yes,32029.0,124.0,126
178597,Female,33,1,46.0,0,1-2 Year,Yes,31733.0,26.0,285
262166,Female,41,1,28.0,0,1-2 Year,Yes,48357.0,124.0,193
117569,Male,38,1,1.0,0,1-2 Year,Yes,2630.0,15.0,104
78130,Female,24,1,41.0,0,< 1 Year,Yes,50384.0,152.0,175
45924,Female,24,1,5.0,1,< 1 Year,Yes,25705.0,152.0,119
126708,Female,41,1,28.0,0,1-2 Year,Yes,2630.0,26.0,129
331044,Female,68,1,28.0,0,1-2 Year,Yes,63955.0,26.0,107
428171,Male,31,1,29.0,0,< 1 Year,Yes,25046.0,156.0,293
462153,Male,71,1,41.0,1,1-2 Year,Yes,49494.0,26.0,210
419197,Male,44,1,28.0,0,1-2 Year,Yes,31682.0,26.0,292
500790,Male,33,1,28.0,0,< 1 Year,Yes,38870.0,124.0,56
188682,Female,76,1,49.0,0,1-2 Year,Yes,43805.0,124.0,72
179938,Female,44,1,50.0,0,1-2 Year,Yes,38136.0,124.0,143
73366,Female,34,1,28.0,0,> 2 Years,Yes,50200.0,122.0,224
299125,Female,24,1,6.0,0,< 1 Year,Yes,31438.0,152.0,268
13594,Female,47,1,8.0,0,1-2 Year,Yes,43080.0,26.0,69
48744,Male,62,1,28.0,0,1-2 Year,Yes,27793.0,13.0,54
